Line;Machine;Timestamp;Glossary
X01_line;Machine_01;9/20/2016 12:05:33 AM;REJECT GUARD OPEN
X01_line;Machine_01;9/20/2016 12:05:33 AM;RECEIVER JAM
X01_line;Machine_01;9/20/2016 12:05:33 AM;RECEIVER STOPPED
X01_line;Machine_01;9/20/2016 12:05:24 AM;FEED ARREST
X01_line;Machine_01;9/20/2016 12:05:32 AM;RECEIVER GUARD OPEN
X01_line;Machine_01;9/20/2016 12:05:36 AM;FEED ARREST
X01_line;Machine_01;9/20/2016 12:06:07 AM;PHOTOCELL: FEED TUBE JAM
X01_line;Machine_01;9/20/2016 12:06:07 AM;FEED ARREST
X01_line;Machine_01;9/20/2016 12:06:22 AM;REJECT GUARD OPEN
X01_line;Machine_01;9/20/2016 12:06:22 AM;RECEIVER STOPPED
X01_line;Machine_01;9/20/2016 12:06:21 AM;RECEIVER GUARD OPEN
X01_line;Machine_01;9/20/2016 12:06:24 AM;FEED ARREST
X01_line;Machine_01;9/20/2016 12:06:50 AM;LOWER REEL RELEASED -
X01_line;Machine_01;9/20/2016 12:07:05 AM;COLLECTION - Active
X01_line;Machine_01;9/20/2016 12:07:11 AM;EXCESSIVE REJECTION -
X01_line;Machine_01;9/20/2016 12:07:09 AM;FEED ARREST
X01_line;Machine_01;9/20/2016 12:08:11 AM;REJECT GUARD OPEN
X01_line;Machine_01;9/20/2016 12:08:11 AM;RECEIVER JAM
X01_line;Machine_01;9/20/2016 12:08:11 AM;RECEIVER STOPPED
X01_line;Machine_01;9/20/2016 12:07:43 AM;EXCESSIVE REJECTION -
X01_line;Machine_01;9/20/2016 12:08:10 AM;RECEIVER GUARD OPEN
X01_line;Machine_01;9/20/2016 12:08:13 AM;FEED ARREST
X01_line;Machine_01;9/20/2016 12:08:19 AM;UPPER REEL RELEASED -
X01_line;Machine_01;9/20/2016 12:08:20 AM;FEED ARREST
X01_line;Machine_01;9/20/2016 12:08:24 AM;RECEIVER GUARD OPEN
X01_line;Machine_01;9/20/2016 12:08:25 AM;REJECT GUARD OPEN
X01_line;Machine_01;9/20/2016 12:08:25 AM;RECEIVER STOPPED (RD CHANNEL)
X01_line;Machine_01;9/20/2016 12:08:27 AM;FEED ARREST
X01_line;Machine_01;9/20/2016 12:08:28 AM;START: ELEVATOR ARM DESCENT -
X01_line;Machine_01;9/20/2016 12:08:49 AM;REEL CHANGE GUARD -
X01_line;Machine_01;9/20/2016 12:10:56 AM;FEED ARREST
X01_line;Machine_01;9/20/2016 12:11:14 AM;RECEIVER JAM
X01_line;Machine_01;9/20/2016 12:11:14 AM;REJECT GUARD OPEN
X01_line;Machine_01;9/20/2016 12:11:14 AM;RECEIVER STOPPED (RD CHANNEL)
X01_line;Machine_01;9/20/2016 12:11:13 AM;RECEIVER GUARD OPEN
X01_line;Machine_01;9/20/2016 12:11:16 AM;FEED ARREST
X01_line;Machine_01;9/20/2016 12:11:28 AM;FEED ARREST
X01_line;Machine_01;9/20/2016 12:11:28 AM;PHOTOCELL: FEED TUBE JAM
X01_line;Machine_01;9/20/2016 12:12:20 AM;REJECT GUARD OPEN
X01_line;Machine_01;9/20/2016 12:12:20 AM;RECEIVER STOPPED (RD CHANNEL)
X01_line;Machine_01;9/20/2016 12:12:19 AM;RECEIVER GUARD OPEN
X01_line;Machine_01;9/20/2016 12:11:53 AM;RECEIVER GUARD OPEN
X01_line;Machine_01;9/20/2016 12:12:23 AM;FEED ARREST
X01_line;Machine_01;9/20/2016 12:13:01 AM;FEED ARREST
X01_line;Machine_01;9/20/2016 12:12:59 AM;FEED ARREST
X01_line;Machine_01;9/20/2016 12:12:51 AM;FEED ARREST
X01_line;Machine_01;9/20/2016 1:09:11 AM;RECEIVER STOPPED (RD CHANNEL)
X01_line;Machine_01;9/20/2016 12:19:36 AM;FEED ARREST
X01_line;Machine_01;9/20/2016 12:13:34 AM;EXCESSIVE REJECTION -
X01_line;Machine_01;9/20/2016 12:17:09 AM;LOWER REEL RELEASED -
X01_line;Machine_01;9/20/2016 12:18:57 AM;UPPER REEL RELEASED -
X01_line;Machine_01;9/20/2016 12:19:34 AM;FEED ARREST
X01_line;Machine_01;9/20/2016 12:19:06 AM;START: ELEVATOR ARM DESCENT -
X01_line;Machine_01;9/20/2016 12:19:44 AM;DRUM DISENGANGED
X01_line;Machine_01;9/20/2016 12:25:09 AM;DIAMETER CHECK HEAD CLOGGED
X01_line;Machine_01;9/20/2016 12:25:09 AM;MACHINE STOP
X01_line;Machine_01;9/20/2016 12:25:09 AM;MAIN BUFFER FULL
X01_line;Machine_01;9/20/2016 12:25:29 AM;HEATER GUARD OPEN
X01_line;Machine_01;9/20/2016 12:25:29 AM;SAFETY CIRCUIT BREAKER - third sealer
X01_line;Machine_01;9/20/2016 12:25:29 AM;SAFETY CIRCUIT BREAKER - Electric circuit
X01_line;Machine_01;9/20/2016 12:25:29 AM;SAFETY CIRCUIT BREAKER - nd heater
X01_line;Machine_01;9/20/2016 12:25:29 AM;SAFETY CIRCUIT BREAKER
X01_line;Machine_01;9/20/2016 12:25:29 AM;XYZ
X01_line;Machine_01;9/20/2016 12:25:09 AM;WEIGHT: REAR SENSOR EXCESSIVE SIGNAL
X01_line;Machine_01;9/20/2016 12:25:17 AM;MACHINE WAITING FOR PUCTS
X01_line;Machine_01;9/20/2016 12:25:09 AM;DIAMETER CHECK OUT OF POSITION
X01_line;Machine_01;9/20/2016 12:26:26 AM;FEED ARREST
X01_line;Machine_01;9/20/2016 12:25:09 AM;ROLLING BLOCK JAM
X01_line;Machine_01;9/20/2016 12:25:09 AM;UPPER GUARD OPEN
X01_line;Machine_01;9/20/2016 12:26:06 AM;FEED ARREST
X01_line;Machine_01;9/20/2016 12:25:09 AM;FAULT
X01_line;Machine_01;9/20/2016 12:25:09 AM;ENGAGED HANDWHEEL
X01_line;Machine_01;9/20/2016 12:26:02 AM;FEED ARREST
X01_line;Machine_01;9/20/2016 12:26:04 AM;FEED ARREST
X01_line;Machine_01;9/20/2016 12:25:09 AM;BUFFER READY
X01_line;Machine_01;9/20/2016 12:25:16 AM;SUCTION CHAMBER OPEN
X01_line;Machine_01;9/20/2016 12:25:12 AM;LIMIT SWITCH SAFETY - SUCTION BEAM
X01_line;Machine_01;9/20/2016 12:51:49 AM;SAFETY CIRCUIT BREAKER - Electric circuit
X01_line;Machine_01;9/20/2016 12:25:17 AM;#N/A
X01_line;Machine_01;9/20/2016 12:25:12 AM;SUCTION BEAM CLOSING
X01_line;Machine_01;9/20/2016 2:16:00 AM;XYZ
X01_line;Machine_01;9/20/2016 12:27:13 AM;XYZ
X01_line;Machine_01;9/20/2016 12:27:14 AM;XYZ
X01_line;Machine_01;9/20/2016 12:27:14 AM;XYZ
X01_line;Machine_01;9/20/2016 12:25:34 AM;SAFETY CIRCUIT BREAKER - Electric circuit
X01_line;Machine_01;9/20/2016 12:27:34 AM;CLEAN / CHECK THE SCANNER - Lower
X01_line;Machine_01;9/20/2016 12:25:42 AM;SAFETY CIRCUIT BREAKER - Electric circuit
X01_line;Machine_01;9/20/2016 12:25:37 AM;FRONT DIAMETER CONTROL
X01_line;Machine_01;9/20/2016 12:25:37 AM;REAR DIAMETER CONTROL
X01_line;Machine_01;9/20/2016 12:25:45 AM;SAFETY CIRCUIT BREAKER - Electric circuit
X01_line;Machine_01;9/20/2016 12:25:49 AM;LOW PUCTION SPEED
X01_line;Machine_01;9/20/2016 12:27:06 AM;PUCTION
X01_line;Machine_01;9/20/2016 12:27:32 AM;SAFETY CIRCUIT BREAKER - Electric circuit
X01_line;Machine_01;9/20/2016 12:27:06 AM;LOW PUCTION SPEED - MANUAL
X01_line;Machine_01;9/20/2016 12:25:57 AM;EXCESSIVE REJECTION -
X01_line;Machine_01;9/20/2016 12:26:24 AM;FEED ARREST
X01_line;Machine_01;9/20/2016 12:28:27 AM;FEED ARREST
X01_line;Machine_01;9/20/2016 12:26:57 AM;REEL CHANGE GUARD -
X01_line;Machine_01;9/20/2016 12:27:12 AM;DRUM DISENGANGED
X01_line;Machine_01;9/20/2016 12:27:22 AM;DIAMETER CHECK HEAD CLOGGED
X01_line;Machine_01;9/20/2016 12:27:22 AM;REAR BREAK
X01_line;Machine_01;9/20/2016 12:27:22 AM;MACHINE STOP
X01_line;Machine_01;9/20/2016 12:27:22 AM;FRONT BREAK
X01_line;Machine_01;9/20/2016 12:28:06 AM;FEED ARREST
X01_line;Machine_01;9/20/2016 12:27:22 AM;MACHINE WAITING FOR PUCTS
X01_line;Machine_01;9/20/2016 12:27:31 AM;SAFETY CIRCUIT BREAKER - Electric circuit
X01_line;Machine_01;9/20/2016 12:27:31 AM;SAFETY CIRCUIT BREAKER - third sealer
X01_line;Machine_01;9/20/2016 12:27:31 AM;SAFETY CIRCUIT BREAKER - nd heater
X01_line;Machine_01;9/20/2016 12:27:31 AM;SAFETY CIRCUIT BREAKER
X01_line;Machine_01;9/20/2016 12:27:31 AM;HEATER GUARD OPEN
X01_line;Machine_01;9/20/2016 12:27:31 AM;XYZ
X01_line;Machine_01;9/20/2016 12:31:18 AM;XYZ
X01_line;Machine_01;9/20/2016 12:31:19 AM;XYZ
X01_line;Machine_01;9/20/2016 12:31:19 AM;XYZ
X01_line;Machine_01;9/20/2016 12:28:03 AM;FEED ARREST
X01_line;Machine_01;9/20/2016 12:28:05 AM;FEED ARREST
X01_line;Machine_01;9/20/2016 12:27:37 AM;SAFETY CIRCUIT BREAKER - Electric circuit
X01_line;Machine_01;9/20/2016 12:27:45 AM;SAFETY CIRCUIT BREAKER - Electric circuit
X01_line;Machine_01;9/20/2016 12:27:41 AM;FRONT DIAMETER CONTROL
X01_line;Machine_01;9/20/2016 12:31:38 AM;CLEAN / CHECK THE SCANNER - Lower
X01_line;Machine_01;9/20/2016 12:27:48 AM;SAFETY CIRCUIT BREAKER - Electric circuit
X01_line;Machine_01;9/20/2016 12:27:52 AM;LOW PUCTION SPEED
X01_line;Machine_01;9/20/2016 12:31:11 AM;PUCTION
X01_line;Machine_01;9/20/2016 12:29:17 AM;SAFETY CIRCUIT BREAKER - Electric circuit
X01_line;Machine_01;9/20/2016 12:31:11 AM;NOMINAL SPEED
X01_line;Machine_01;9/20/2016 12:28:00 AM;EXCESSIVE REJECTION -
X01_line;Machine_01;9/20/2016 12:28:25 AM;FEED ARREST
X01_line;Machine_01;9/20/2016 12:30:09 AM;FEED ARREST
X01_line;Machine_01;9/20/2016 12:29:17 AM;XYZ
X01_line;Machine_01;9/20/2016 12:29:17 AM;SAFETY CIRCUIT BREAKER - Electric circuit
X01_line;Machine_01;9/20/2016 12:29:17 AM;XYZ
X01_line;Machine_01;9/20/2016 12:29:17 AM;XYZ
X01_line;Machine_01;9/20/2016 12:29:17 AM;XYZ
X01_line;Machine_01;9/20/2016 12:29:20 AM;SAFETY CIRCUIT BREAKER - Electric circuit
X01_line;Machine_01;9/20/2016 12:31:34 AM;SAFETY CIRCUIT BREAKER - Electric circuit
X01_line;Machine_01;9/20/2016 12:30:07 AM;FEED ARREST
X01_line;Machine_01;9/20/2016 12:30:38 AM;REJECT GUARD OPEN
X01_line;Machine_01;9/20/2016 12:30:54 AM;RECEIVER JAM
X01_line;Machine_01;9/20/2016 12:30:38 AM;RECEIVER STOPPED
X01_line;Machine_01;9/20/2016 12:30:41 AM;FEED ARREST
X01_line;Machine_01;9/20/2016 12:30:43 AM;FEED ARREST
X01_line;Machine_01;9/20/2016 12:30:54 AM;REJECT GUARD OPEN
X01_line;Machine_01;9/20/2016 12:30:52 AM;RECEIVER GUARD OPEN
X01_line;Machine_01;9/20/2016 12:30:54 AM;RECEIVER STOPPED
X01_line;Machine_01;9/20/2016 12:30:56 AM;FEED ARREST
X01_line;Machine_01;9/20/2016 12:31:09 AM;FEED ARREST
X01_line;Machine_01;9/20/2016 12:31:09 AM;PHOTOCELL: FEED TUBE JAM
X01_line;Machine_01;9/20/2016 12:31:58 AM;REJECT GUARD OPEN
X01_line;Machine_01;9/20/2016 12:31:57 AM;RECEIVER GUARD OPEN
X01_line;Machine_01;9/20/2016 12:31:58 AM;RECEIVER STOPPED (ST CHANNEL)
X01_line;Machine_01;9/20/2016 12:31:17 AM;DRUM DISENGANGED
X01_line;Machine_01;9/20/2016 12:31:26 AM;WEIGHT: FRONT SENSOR EXCESSIVE SIGNAL
X01_line;Machine_01;9/20/2016 12:31:26 AM;REAR BREAK
X01_line;Machine_01;9/20/2016 12:31:26 AM;MACHINE STOP
X01_line;Machine_01;9/20/2016 12:31:26 AM;DIAMETER CHECK HEAD CLOGGED
X01_line;Machine_01;9/20/2016 12:31:34 AM;HEATER GUARD OPEN
X01_line;Machine_01;9/20/2016 12:31:34 AM;SAFETY CIRCUIT BREAKER - nd heater
X01_line;Machine_01;9/20/2016 12:31:34 AM;SAFETY CIRCUIT BREAKER - Electric circuit
X01_line;Machine_01;9/20/2016 12:31:34 AM;SAFETY CIRCUIT BREAKER - third sealer
X01_line;Machine_01;9/20/2016 12:31:34 AM;XYZ
X01_line;Machine_01;9/20/2016 12:31:34 AM;SAFETY CIRCUIT BREAKER
X01_line;Machine_01;9/20/2016 12:31:26 AM;MACHINE WAITING FOR PUCTS
X01_line;Machine_01;9/20/2016 12:31:26 AM;MACHIN STATE -
X01_line;Machine_01;9/20/2016 12:31:26 AM;MACHIN STATE -
X01_line;Machine_01;9/20/2016 12:51:36 AM;XYZ
X01_line;Machine_01;9/20/2016 12:51:36 AM;XYZ
X01_line;Machine_01;9/20/2016 12:51:36 AM;XYZ
X01_line;Machine_01;9/20/2016 12:32:10 AM;FEED ARREST
X01_line;Machine_01;9/20/2016 12:31:39 AM;SAFETY CIRCUIT BREAKER - Electric circuit
X01_line;Machine_01;9/20/2016 12:31:47 AM;SAFETY CIRCUIT BREAKER - Electric circuit
X01_line;Machine_01;9/20/2016 12:31:44 AM;FRONT DIAMETER CONTROL
X01_line;Machine_01;9/20/2016 12:32:07 AM;FEED ARREST
X01_line;Machine_01;9/20/2016 12:32:09 AM;FEED ARREST
X01_line;Machine_01;9/20/2016 12:51:55 AM;CLEAN / CHECK THE SCANNER - Lower
X01_line;Machine_01;9/20/2016 12:31:50 AM;SAFETY CIRCUIT BREAKER - Electric circuit
X01_line;Machine_01;9/20/2016 12:31:54 AM;LOW PUCTION SPEED
X01_line;Machine_01;9/20/2016 12:51:28 AM;PUCTION
X01_line;Machine_01;9/20/2016 12:49:22 AM;SAFETY CIRCUIT BREAKER - Electric circuit
X01_line;Machine_01;9/20/2016 12:51:28 AM;LOW PUCTION SPEED - MANUAL
X01_line;Machine_01;9/20/2016 12:32:02 AM;EXCESSIVE REJECTION -
X01_line;Machine_01;9/20/2016 12:32:00 AM;FEED ARREST
X01_line;Machine_01;9/20/2016 12:32:31 AM;FEED ARREST
X01_line;Machine_01;9/20/2016 12:32:29 AM;FEED ARREST
X01_line;Machine_01;9/20/2016 12:32:48 AM;GUARD RESERVE DOOR
X01_line;Machine_01;9/20/2016 12:35:37 AM;FEED ARREST
X01_line;Machine_01;9/20/2016 12:33:10 AM;EXCESSIVE REJECTION -
X01_line;Machine_01;9/20/2016 12:33:51 AM;OPENING: MF RIGHT UPPER GUARD
X01_line;Machine_01;9/20/2016 12:34:49 AM;LOWER REEL RELEASED -
X01_line;Machine_01;9/20/2016 12:35:35 AM;FEED ARREST
X01_line;Machine_01;9/20/2016 12:35:35 AM;PHOTOCELL: FEED TUBE JAM
X01_line;Machine_01;9/20/2016 12:36:42 AM;REJECT GUARD OPEN
X01_line;Machine_01;9/20/2016 12:36:42 AM;RECEIVER STOPPED (ND CHANNEL)
X01_line;Machine_01;9/20/2016 12:36:28 AM;UPPER REEL RELEASED -
X01_line;Machine_01;9/20/2016 12:36:41 AM;RECEIVER GUARD OPEN
X01_line;Machine_01;9/20/2016 12:36:37 AM;START: ELEVATOR ARM DESCENT -
X01_line;Machine_01;9/20/2016 12:36:44 AM;FEED ARREST
X01_line;Machine_01;9/20/2016 12:37:12 AM;FEED ARREST
X01_line;Machine_01;9/20/2016 12:41:58 AM;RECEIVER STOPPED (ST CHANNEL)
X01_line;Machine_01;9/20/2016 12:37:37 AM;REEL CHANGE GUARD -
X01_line;Machine_01;9/20/2016 12:41:34 AM;FEED ARREST
X01_line;Machine_01;9/20/2016 12:41:56 AM;RECEIVER JAM
X01_line;Machine_01;9/20/2016 12:41:56 AM;REJECT GUARD OPEN
X01_line;Machine_01;9/20/2016 12:41:56 AM;RECEIVER STOPPED
X01_line;Machine_01;9/20/2016 12:41:54 AM;RECEIVER GUARD OPEN
X01_line;Machine_01;9/20/2016 12:41:58 AM;FEED ARREST
X01_line;Machine_01;9/20/2016 12:42:00 AM;FEED ARREST
X01_line;Machine_01;9/20/2016 12:42:06 AM;FEED ARREST
X01_line;Machine_01;9/20/2016 1:04:09 AM;RECEIVER STOPPED
X01_line;Machine_01;9/20/2016 12:44:57 AM;LOWER REEL RELEASED -
X01_line;Machine_01;9/20/2016 12:45:09 AM;EXCESSIVE REJECTION -
X01_line;Machine_01;9/20/2016 12:46:36 AM;UPPER REEL RELEASED -
X01_line;Machine_01;9/20/2016 12:46:44 AM;START: ELEVATOR ARM DESCENT -
X01_line;Machine_01;9/20/2016 12:47:28 AM;REEL CHANGE GUARD -
X01_line;Machine_01;9/20/2016 12:49:22 AM;XYZ
X01_line;Machine_01;9/20/2016 12:49:22 AM;XYZ
X01_line;Machine_01;9/20/2016 12:49:22 AM;XYZ
X01_line;Machine_01;9/20/2016 12:49:22 AM;SAFETY CIRCUIT BREAKER - Electric circuit
X01_line;Machine_01;9/20/2016 12:49:22 AM;XYZ
X01_line;Machine_01;9/20/2016 12:49:25 AM;SAFETY CIRCUIT BREAKER - Electric circuit
X01_line;Machine_01;9/20/2016 12:52:19 AM;SAFETY CIRCUIT BREAKER - Electric circuit
X01_line;Machine_01;9/20/2016 12:50:07 AM;GUARD RESERVE DOOR
X01_line;Machine_01;9/20/2016 12:51:26 AM;RECEIVER JAM
X01_line;Machine_01;9/20/2016 12:50:06 AM;FEED ARREST
X01_line;Machine_01;9/20/2016 12:51:26 AM;REJECT GUARD OPEN
X01_line;Machine_01;9/20/2016 12:51:26 AM;RECEIVER STOPPED
X01_line;Machine_01;9/20/2016 12:51:25 AM;RECEIVER GUARD OPEN
X01_line;Machine_01;9/20/2016 12:51:29 AM;FEED ARREST
X01_line;Machine_01;9/20/2016 12:51:34 AM;DRUM DISENGANGED
X01_line;Machine_01;9/20/2016 12:51:43 AM;FRONT BREAK
X01_line;Machine_01;9/20/2016 12:51:43 AM;MACHINE STOP
X01_line;Machine_01;9/20/2016 12:51:44 AM;DIAMETER CHECK HEAD CLOGGED
X01_line;Machine_01;9/20/2016 12:51:45 AM;MACHINE WAITING FOR PUCTS
X01_line;Machine_01;9/20/2016 12:52:18 AM;SAFETY CIRCUIT BREAKER - Electric circuit
X01_line;Machine_01;9/20/2016 12:52:18 AM;HEATER GUARD OPEN
X01_line;Machine_01;9/20/2016 12:52:18 AM;SAFETY CIRCUIT BREAKER
X01_line;Machine_01;9/20/2016 12:52:18 AM;SAFETY CIRCUIT BREAKER - nd heater
X01_line;Machine_01;9/20/2016 12:52:18 AM;SAFETY CIRCUIT BREAKER - third sealer
X01_line;Machine_01;9/20/2016 12:52:18 AM;XYZ
X01_line;Machine_01;9/20/2016 12:51:48 AM;XYZ
X01_line;Machine_01;9/20/2016 12:51:49 AM;XYZ
X01_line;Machine_01;9/20/2016 12:51:49 AM;XYZ
X01_line;Machine_01;9/20/2016 12:51:57 AM;MACHINE STOP
X01_line;Machine_01;9/20/2016 12:51:57 AM;ROLLING BLOCK OPEN
X01_line;Machine_01;9/20/2016 12:51:57 AM;MACHINE WAITING FOR PUCTS
X01_line;Machine_01;9/20/2016 12:51:55 AM;CUTTING HEAD GUARD OPEN
X01_line;Machine_01;9/20/2016 12:51:55 AM;SERVICE STOP :WAIT
X01_line;Machine_01;9/20/2016 12:51:55 AM;ROLLING BLOCK JAM
X01_line;Machine_01;9/20/2016 12:57:27 AM;SAFETY CIRCUIT BREAKER - Electric circuit
X01_line;Machine_01;9/20/2016 12:55:51 AM;XYZ
X01_line;Machine_01;9/20/2016 12:55:52 AM;XYZ
X01_line;Machine_01;9/20/2016 12:55:52 AM;XYZ
X01_line;Machine_01;9/20/2016 12:52:09 AM;CLEAN / CHECK THE SCANNER - Lower
X01_line;Machine_01;9/20/2016 12:52:53 AM;REJECT COLLECTOR - FULL
X01_line;Machine_01;9/20/2016 12:56:10 AM;CLEAN / CHECK THE SCANNER - Lower
X01_line;Machine_01;9/20/2016 12:52:24 AM;SAFETY CIRCUIT BREAKER - Electric circuit
X01_line;Machine_01;9/20/2016 12:52:32 AM;SAFETY CIRCUIT BREAKER - Electric circuit
X01_line;Machine_01;9/20/2016 12:52:27 AM;FRONT DIAMETER CONTROL
X01_line;Machine_01;9/20/2016 12:52:35 AM;SAFETY CIRCUIT BREAKER - Electric circuit
X01_line;Machine_01;9/20/2016 12:52:39 AM;LOW PUCTION SPEED
X01_line;Machine_01;9/20/2016 12:55:44 AM;PUCTION
X01_line;Machine_01;9/20/2016 12:56:09 AM;SAFETY CIRCUIT BREAKER - Electric circuit
X01_line;Machine_01;9/20/2016 12:55:44 AM;NOMINAL SPEED
X01_line;Machine_01;9/20/2016 12:52:46 AM;EXCESSIVE REJECTION -
X01_line;Machine_01;9/20/2016 12:55:50 AM;DRUM DISENGANGED
X01_line;Machine_01;9/20/2016 12:55:58 AM;DIAMETER CHECK HEAD CLOGGED
X01_line;Machine_01;9/20/2016 12:55:58 AM;FRONT BREAK
X01_line;Machine_01;9/20/2016 12:55:58 AM;WEIGHT: FRONT SENSOR EXCESSIVE SIGNAL
X01_line;Machine_01;9/20/2016 12:55:58 AM;MACHINE STOP
X01_line;Machine_01;9/20/2016 12:56:09 AM;SAFETY CIRCUIT BREAKER
X01_line;Machine_01;9/20/2016 12:56:09 AM;SAFETY CIRCUIT BREAKER - third sealer
X01_line;Machine_01;9/20/2016 12:56:09 AM;SAFETY CIRCUIT BREAKER - nd heater
X01_line;Machine_01;9/20/2016 12:56:09 AM;XYZ
X01_line;Machine_01;9/20/2016 12:56:09 AM;HEATER GUARD OPEN
X01_line;Machine_01;9/20/2016 12:56:09 AM;SAFETY CIRCUIT BREAKER - Electric circuit
X01_line;Machine_01;9/20/2016 12:55:58 AM;MACHINE WAITING FOR PUCTS
X01_line;Machine_01;9/20/2016 12:55:58 AM;DIAMETER CHECK OUT OF POSITION
X01_line;Machine_01;9/20/2016 12:57:11 AM;XYZ
X01_line;Machine_01;9/20/2016 12:57:12 AM;XYZ
X01_line;Machine_01;9/20/2016 12:57:12 AM;XYZ
X01_line;Machine_01;9/20/2016 12:56:04 AM;LOWER REEL RELEASED -
X01_line;Machine_01;9/20/2016 12:56:15 AM;SAFETY CIRCUIT BREAKER - Electric circuit
X01_line;Machine_01;9/20/2016 12:56:23 AM;SAFETY CIRCUIT BREAKER - Electric circuit
X01_line;Machine_01;9/20/2016 12:56:18 AM;FRONT DIAMETER CONTROL
X01_line;Machine_01;9/20/2016 12:56:18 AM;REAR DIAMETER CONTROL
X01_line;Machine_01;9/20/2016 12:58:19 AM;CLEAN / CHECK THE SCANNER - Lower
X01_line;Machine_01;9/20/2016 12:56:26 AM;SAFETY CIRCUIT BREAKER - Electric circuit
X01_line;Machine_01;9/20/2016 12:56:30 AM;LOW PUCTION SPEED
X01_line;Machine_01;9/20/2016 12:57:04 AM;PUCTION
X01_line;Machine_01;9/20/2016 12:57:45 AM;SAFETY CIRCUIT BREAKER - Electric circuit
X01_line;Machine_01;9/20/2016 12:57:04 AM;LOW PUCTION SPEED - MANUAL
X01_line;Machine_01;9/20/2016 12:56:37 AM;EXCESSIVE REJECTION -
X01_line;Machine_01;9/20/2016 12:57:10 AM;DRUM DISENGANGED
X01_line;Machine_01;9/20/2016 12:57:36 AM;MACHINE STOP
X01_line;Machine_01;9/20/2016 12:57:36 AM;REAR BREAK
X01_line;Machine_01;9/20/2016 12:57:36 AM;FRONT BREAK
X01_line;Machine_01;9/20/2016 12:57:36 AM;DIAMETER CHECK HEAD CLOGGED
X01_line;Machine_01;9/20/2016 12:57:37 AM;MACHINE WAITING FOR PUCTS
X01_line;Machine_01;9/20/2016 12:57:45 AM;SAFETY CIRCUIT BREAKER - nd heater
X01_line;Machine_01;9/20/2016 12:57:45 AM;SAFETY CIRCUIT BREAKER
X01_line;Machine_01;9/20/2016 12:57:45 AM;SAFETY CIRCUIT BREAKER - Electric circuit
X01_line;Machine_01;9/20/2016 12:57:45 AM;SAFETY CIRCUIT BREAKER - third sealer
X01_line;Machine_01;9/20/2016 12:57:45 AM;HEATER GUARD OPEN
X01_line;Machine_01;9/20/2016 12:57:45 AM;XYZ
X01_line;Machine_01;9/20/2016 12:58:47 AM;FEED ARREST
X01_line;Machine_01;9/20/2016 12:58:43 AM;FEED ARREST
X01_line;Machine_01;9/20/2016 12:58:45 AM;FEED ARREST
X01_line;Machine_01;9/20/2016 12:57:36 AM;FAULT
X01_line;Machine_01;9/20/2016 12:57:36 AM;CUTTING HEAD GUARD OPEN
X01_line;Machine_01;9/20/2016 12:57:36 AM;ROLLING BLOCK JAM
X01_line;Machine_01;9/20/2016 1:06:58 AM;SAFETY CIRCUIT BREAKER - Electric circuit
X01_line;Machine_01;9/20/2016 12:57:54 AM;XYZ
X01_line;Machine_01;9/20/2016 12:57:54 AM;XYZ
X01_line;Machine_01;9/20/2016 12:57:54 AM;XYZ
