Machine;Timestamp;Good_Production;Machine_Speed;Rejected
Machine_01;09/24/2016 01:59:19;197187;0;3346
Machine_01;09/24/2016 01:59:35;197187;0;3346
Machine_01;09/24/2016 01:59:51;197187;0;3346
Machine_01;09/24/2016 02:00:07;197187;0;3346
Machine_01;09/24/2016 02:00:23;197187;0;3346
Machine_01;09/24/2016 02:00:39;197187;0;3346
Machine_01;09/24/2016 02:00:55;197187;0;3346
Machine_01;09/24/2016 02:01:11;197187;0;3346
Machine_01;09/24/2016 02:01:28;197187;0;3346
Machine_01;09/24/2016 02:01:44;197187;0;3346
Machine_01;09/24/2016 02:02:00;197187;0;3346
Machine_01;09/24/2016 02:02:16;197187;0;3346
Machine_01;09/24/2016 02:02:32;197187;0;3346
Machine_01;09/24/2016 02:02:49;197187;0;3346
Machine_01;09/24/2016 02:03:05;197187;0;3346
Machine_01;09/24/2016 02:03:21;197187;0;3346
Machine_01;09/24/2016 02:03:37;197187;0;3346
Machine_01;09/24/2016 02:03:53;197187;0;3346
Machine_01;09/24/2016 02:04:09;197187;0;3346
Machine_01;09/24/2016 02:04:25;197187;0;3346
Machine_01;09/24/2016 02:04:41;197187;0;3346
Machine_01;09/24/2016 02:04:57;197187;0;3346
Machine_01;09/24/2016 02:05:14;197187;0;3346
Machine_01;09/24/2016 02:05:30;197187;0;3346
Machine_01;09/24/2016 02:05:46;197187;0;3346
Machine_01;09/24/2016 02:06:02;197187;0;3346
Machine_01;09/24/2016 02:06:19;197187;0;3346
Machine_01;09/24/2016 02:06:35;197187;0;3346
Machine_01;09/24/2016 02:06:51;197187;0;3346
Machine_01;09/24/2016 02:07:07;197187;0;3346
Machine_01;09/24/2016 02:07:23;197187;0;3346
Machine_01;09/24/2016 02:07:39;197187;0;3346
Machine_01;09/24/2016 02:07:55;197187;0;3346
Machine_01;09/24/2016 02:08:11;197187;0;3346
Machine_01;09/24/2016 02:08:27;197187;0;3346
Machine_01;09/24/2016 02:08:44;197187;0;3346
Machine_01;09/24/2016 02:09:00;197187;0;3346
Machine_01;09/24/2016 02:09:16;197187;0;3346
Machine_01;09/24/2016 02:09:32;197187;0;3346
Machine_01;09/24/2016 02:09:49;197187;0;3346
Machine_01;09/24/2016 02:10:05;197187;0;3346
Machine_01;09/24/2016 02:10:21;197187;0;3346
Machine_01;09/24/2016 02:10:37;197187;0;3346
Machine_01;09/24/2016 02:10:54;197187;0;3346
Machine_01;09/24/2016 02:11:10;197187;0;3346
Machine_01;09/24/2016 02:11:26;197187;0;3346
Machine_01;09/24/2016 02:11:42;197187;0;3346
Machine_01;09/24/2016 02:11:59;197187;0;3346
Machine_01;09/24/2016 02:12:14;197187;0;3346
Machine_01;09/24/2016 02:12:30;197187;0;3346
Machine_01;09/24/2016 02:12:47;197187;0;3346
Machine_01;09/24/2016 02:13:03;197187;0;3346
Machine_01;09/24/2016 02:13:19;197187;0;3346
Machine_01;09/24/2016 02:13:35;197187;0;3346
Machine_01;09/24/2016 02:13:51;197187;0;3346
Machine_01;09/24/2016 02:14:07;197187;0;3346
Machine_01;09/24/2016 02:14:24;197187;0;3346
Machine_01;09/24/2016 02:14:40;197187;0;3346
Machine_01;09/24/2016 02:14:56;197187;0;3346
Machine_01;09/24/2016 02:15:12;197187;0;3346
Machine_01;09/24/2016 02:15:29;197187;0;3346
Machine_01;09/24/2016 02:15:45;197187;0;3346
Machine_01;09/24/2016 02:16:01;197207;1500;3347
Machine_01;09/24/2016 02:16:17;197207;8493;3347
Machine_01;09/24/2016 02:16:33;199321;15400;3631
Machine_01;09/24/2016 02:16:49;203237;15400;3652
Machine_01;09/24/2016 02:17:06;208118;4258;3688
Machine_01;09/24/2016 02:17:22;208512;0;3712
Machine_01;09/24/2016 02:17:38;208512;0;3712
Machine_01;09/24/2016 02:17:55;208512;1500;3720
Machine_01;09/24/2016 02:18:11;208512;8827;3748
Machine_01;09/24/2016 02:18:27;211217;15400;4020
Machine_01;09/24/2016 02:18:43;215053;15400;4031
Machine_01;09/24/2016 02:19:00;219053;19400;4045
Machine_01;09/24/2016 02:19:16;225480;19400;4098
Machine_01;09/24/2016 02:19:32;230293;19400;4141
Machine_01;09/24/2016 02:19:49;235102;19400;4182
Machine_01;09/24/2016 02:20:05;241519;19400;4241
Machine_01;09/24/2016 02:20:22;246333;19400;4281
Machine_01;09/24/2016 02:20:38;251190;8193;4317
Machine_01;09/24/2016 02:20:55;251727;0;4322
Machine_01;09/24/2016 02:21:11;251727;0;4322
Machine_01;09/24/2016 02:21:27;251727;0;4322
Machine_01;09/24/2016 02:21:43;251727;0;4322
Machine_01;09/24/2016 02:21:59;251727;0;4322
Machine_01;09/24/2016 02:22:15;251727;0;4322
Machine_01;09/24/2016 02:22:31;251727;0;4322
Machine_01;09/24/2016 02:22:47;251727;0;4322
Machine_01;09/24/2016 02:23:03;251727;0;4322
Machine_01;09/24/2016 02:23:20;251727;0;4322
Machine_01;09/24/2016 02:23:36;251727;0;4322
Machine_01;09/24/2016 02:23:52;251727;0;4322
Machine_01;09/24/2016 02:24:08;251727;0;4322
Machine_01;09/24/2016 02:24:25;251727;0;4322
Machine_01;09/24/2016 02:24:41;251727;0;4322
Machine_01;09/24/2016 02:24:57;251727;0;4322
Machine_01;09/24/2016 02:25:13;251727;0;4322
Machine_01;09/24/2016 02:25:29;251727;0;4322
Machine_01;09/24/2016 02:25:45;251727;0;4322
Machine_01;09/24/2016 02:26:02;251727;0;4322
Machine_01;09/24/2016 02:26:18;251727;0;4322
Machine_01;09/24/2016 02:26:34;251727;0;4322
Machine_01;09/24/2016 02:26:50;251727;0;4322
Machine_01;09/24/2016 02:27:06;251727;0;4322
Machine_01;09/24/2016 02:27:22;251727;0;4322
Machine_01;09/24/2016 02:27:38;251727;0;4322
Machine_01;09/24/2016 02:27:55;251727;0;4322
Machine_01;09/24/2016 02:28:11;251727;0;4322
Machine_01;09/24/2016 02:28:27;251727;0;4322
Machine_01;09/24/2016 02:28:43;251727;0;4322
Machine_01;09/24/2016 02:28:59;251727;0;4322
Machine_01;09/24/2016 02:29:16;251727;0;4322
Machine_01;09/24/2016 02:29:32;251727;0;4322
Machine_01;09/24/2016 02:29:48;251727;0;4322
Machine_01;09/24/2016 02:30:04;251727;0;4322
Machine_01;09/24/2016 02:30:21;251727;0;4322
Machine_01;09/24/2016 02:30:36;251727;0;4322
Machine_01;09/24/2016 02:30:52;251727;0;4322
Machine_01;09/24/2016 02:31:08;251727;0;4322
Machine_01;09/24/2016 02:31:24;251727;0;4322
Machine_01;09/24/2016 02:31:40;251727;0;4322
Machine_01;09/24/2016 02:31:57;251727;0;4322
Machine_01;09/24/2016 02:32:13;251727;0;4322
Machine_01;09/24/2016 02:32:29;251727;0;4322
Machine_01;09/24/2016 02:32:46;251727;0;4322
Machine_01;09/24/2016 02:33:02;251727;0;4322
Machine_01;09/24/2016 02:33:18;251727;0;4322
Machine_01;09/24/2016 02:33:34;251727;0;4322
Machine_01;09/24/2016 02:33:50;251727;0;4322
Machine_01;09/24/2016 02:34:06;251727;0;4322
Machine_01;09/24/2016 02:34:22;251727;0;4322
Machine_01;09/24/2016 02:34:38;251727;0;4322
Machine_01;09/24/2016 02:34:54;251727;0;4322
Machine_01;09/24/2016 02:35:11;251727;0;4322
Machine_01;09/24/2016 02:35:27;251727;0;4322
Machine_01;09/24/2016 02:35:43;251727;0;4322
Machine_01;09/24/2016 02:35:59;251727;0;4322
Machine_01;09/24/2016 02:36:16;251727;0;4322
Machine_01;09/24/2016 02:36:32;251727;0;4322
Machine_01;09/24/2016 02:36:48;251727;0;4322
Machine_01;09/24/2016 02:37:04;251727;0;4322
Machine_01;09/24/2016 02:37:20;251727;0;4322
Machine_01;09/24/2016 02:37:36;251727;0;4322
Machine_01;09/24/2016 02:37:52;251727;0;4322
Machine_01;09/24/2016 02:38:08;251727;0;4322
Machine_01;09/24/2016 02:38:24;251727;0;4322
Machine_01;09/24/2016 02:38:40;251727;0;4322
Machine_01;09/24/2016 02:38:56;251727;0;4322
Machine_01;09/24/2016 02:39:12;251727;0;4322
Machine_01;09/24/2016 02:39:28;251727;0;4322
Machine_01;09/24/2016 02:39:44;251727;0;4322
Machine_01;09/24/2016 02:40:01;251727;0;4322
Machine_01;09/24/2016 02:40:17;251727;0;4322
Machine_01;09/24/2016 02:40:33;251727;0;4322
Machine_01;09/24/2016 02:40:49;251727;0;4322
Machine_01;09/24/2016 02:41:06;251727;0;4322
Machine_01;09/24/2016 02:41:22;251727;0;4322
Machine_01;09/24/2016 02:41:38;251727;0;4322
Machine_01;09/24/2016 02:41:54;251727;0;4322
Machine_01;09/24/2016 02:42:10;251727;0;4322
Machine_01;09/24/2016 02:42:26;251727;0;4322
Machine_01;09/24/2016 02:42:42;251727;0;4322
Machine_01;09/24/2016 02:42:59;251727;0;4322
Machine_01;09/24/2016 02:43:15;251727;0;4322
Machine_01;09/24/2016 02:43:31;251727;0;4322
Machine_01;09/24/2016 02:43:47;251727;0;4322
Machine_01;09/24/2016 02:44:03;251727;0;4322
Machine_01;09/24/2016 02:44:19;251727;0;4322
Machine_01;09/24/2016 02:44:35;251727;0;4322
Machine_01;09/24/2016 02:44:51;251727;0;4322
Machine_01;09/24/2016 02:45:07;251727;0;4322
Machine_01;09/24/2016 02:45:24;251727;0;4322
Machine_01;09/24/2016 02:45:40;251727;0;4322
Machine_01;09/24/2016 02:45:56;251727;0;4322
Machine_01;09/24/2016 02:46:12;251727;0;4322
Machine_01;09/24/2016 02:46:28;251727;0;4322
Machine_01;09/24/2016 02:46:45;251727;0;4322
Machine_01;09/24/2016 02:47:01;251727;0;4322
Machine_01;09/24/2016 02:47:17;251727;0;4322
Machine_01;09/24/2016 02:47:33;251727;0;4322
Machine_01;09/24/2016 02:47:49;251727;0;4322
Machine_01;09/24/2016 02:48:05;251727;0;4322
Machine_01;09/24/2016 02:48:21;251727;0;4322
Machine_01;09/24/2016 02:48:37;251727;0;4322
Machine_01;09/24/2016 02:48:54;251727;0;4322
Machine_01;09/24/2016 02:49:10;251727;0;4322
Machine_01;09/24/2016 02:49:26;251727;0;4322
Machine_01;09/24/2016 02:49:42;251727;0;4322
Machine_01;09/24/2016 02:49:59;251727;0;4322
Machine_01;09/24/2016 02:50:15;251727;0;4322
Machine_01;09/24/2016 02:50:31;251727;0;4322
Machine_01;09/24/2016 02:50:48;251727;0;4322
Machine_01;09/24/2016 02:51:04;251727;0;4322
Machine_01;09/24/2016 02:51:20;251727;0;4322
Machine_01;09/24/2016 02:51:36;251727;0;4322
Machine_01;09/24/2016 02:51:53;251727;0;4322
Machine_01;09/24/2016 02:52:09;251727;0;4322
Machine_01;09/24/2016 02:52:25;251727;0;4322
Machine_01;09/24/2016 02:52:41;251727;0;4322
Machine_01;09/24/2016 02:52:58;251727;0;4322
Machine_01;09/24/2016 02:53:14;251727;0;4322
Machine_01;09/24/2016 02:53:30;251727;0;4322
Machine_01;09/24/2016 02:53:47;251727;0;4322
Machine_01;09/24/2016 02:54:03;251727;0;4322
Machine_01;09/24/2016 02:54:19;251727;0;4322
Machine_01;09/24/2016 02:54:35;251727;0;4322
Machine_01;09/24/2016 02:54:51;251727;0;4322
Machine_01;09/24/2016 02:55:07;251727;0;4322
Machine_01;09/24/2016 02:55:23;251727;0;4322
Machine_01;09/24/2016 02:55:39;251727;0;4322
Machine_01;09/24/2016 02:55:55;251727;0;4322
Machine_01;09/24/2016 02:56:11;251727;0;4322
Machine_01;09/24/2016 02:56:28;251727;0;4322
Machine_01;09/24/2016 02:56:44;251727;0;4322
Machine_01;09/24/2016 02:57:00;251727;0;4322
Machine_01;09/24/2016 02:57:16;251727;0;4322
Machine_01;09/24/2016 02:57:33;251727;0;4322
Machine_01;09/24/2016 02:57:49;251727;0;4322
Machine_01;09/24/2016 02:58:05;251727;0;4322
Machine_01;09/24/2016 02:58:21;251727;0;4322
Machine_01;09/24/2016 02:58:37;251727;0;4322
Machine_01;09/24/2016 02:58:53;251727;0;4322
Machine_01;09/24/2016 02:59:10;251727;0;4322
Machine_01;09/24/2016 02:59:26;251727;0;4322
Machine_01;09/24/2016 02:59:42;251727;0;4322
Machine_01;09/24/2016 02:59:58;251727;0;4322
Machine_01;09/24/2016 03:00:14;251727;0;4322
Machine_01;09/24/2016 03:00:30;251727;0;4322
Machine_01;09/24/2016 03:00:46;251727;0;4322
Machine_01;09/24/2016 03:01:02;251727;0;4322
Machine_01;09/24/2016 03:01:19;251727;0;4322
Machine_01;09/24/2016 03:01:35;251727;0;4322
Machine_01;09/24/2016 03:01:51;251727;0;4322
Machine_01;09/24/2016 03:02:07;251727;0;4322
Machine_01;09/24/2016 03:02:23;251727;0;4322
Machine_01;09/24/2016 03:02:39;251727;0;4322
Machine_01;09/24/2016 03:02:55;251727;0;4322
Machine_01;09/24/2016 03:03:12;251727;0;4322
Machine_01;09/24/2016 03:03:28;251727;0;4322
Machine_01;09/24/2016 03:03:44;251727;0;4322
Machine_01;09/24/2016 03:04:00;251727;0;4322
Machine_01;09/24/2016 03:04:16;251727;0;4322
Machine_01;09/24/2016 03:04:32;251727;0;4322
Machine_01;09/24/2016 03:04:49;251727;0;4322
Machine_01;09/24/2016 03:05:05;251727;0;4322
Machine_01;09/24/2016 03:05:21;251727;0;4322
Machine_01;09/24/2016 03:05:37;251727;0;4322
Machine_01;09/24/2016 03:05:53;251727;0;4322
Machine_01;09/24/2016 03:06:09;251727;0;4322
Machine_01;09/24/2016 03:06:25;251727;0;4322
Machine_01;09/24/2016 03:06:41;251727;0;4322
Machine_01;09/24/2016 03:06:58;251727;0;4322
Machine_01;09/24/2016 03:07:14;251727;0;4322
Machine_01;09/24/2016 03:07:30;251727;0;4322
Machine_01;09/24/2016 03:07:46;251727;0;4322
Machine_01;09/24/2016 03:08:03;251727;0;4322
Machine_01;09/24/2016 03:08:19;251727;0;4322
Machine_01;09/24/2016 03:08:35;251727;0;4322
Machine_01;09/24/2016 03:08:51;251727;0;4322
Machine_01;09/24/2016 03:09:08;251727;0;4322
Machine_01;09/24/2016 03:09:24;251727;0;4322
Machine_01;09/24/2016 03:09:40;251727;0;4322
Machine_01;09/24/2016 03:09:56;251727;0;4322
Machine_01;09/24/2016 03:10:12;251727;0;4322
Machine_01;09/24/2016 03:10:28;251727;0;4322
Machine_01;09/24/2016 03:10:44;251727;0;4322
Machine_01;09/24/2016 03:11:00;251727;0;4322
Machine_01;09/24/2016 03:11:16;251727;0;4322
Machine_01;09/24/2016 03:11:32;251727;0;4322
Machine_01;09/24/2016 03:11:49;251727;0;4322
Machine_01;09/24/2016 03:12:05;251727;0;4322
Machine_01;09/24/2016 03:12:21;251727;0;4322
Machine_01;09/24/2016 03:12:37;251727;0;4322
Machine_01;09/24/2016 03:12:53;251727;0;4322
Machine_01;09/24/2016 03:13:10;251727;0;4322
Machine_01;09/24/2016 03:13:26;251727;0;4322
Machine_01;09/24/2016 03:13:42;251727;0;4322
Machine_01;09/24/2016 03:13:59;251727;0;4322
Machine_01;09/24/2016 03:14:15;251727;0;4322
Machine_01;09/24/2016 03:14:31;251727;0;4322
Machine_01;09/24/2016 03:14:47;251727;0;4322
Machine_01;09/24/2016 03:15:03;251727;0;4322
Machine_01;09/24/2016 03:15:19;251727;0;4322
Machine_01;09/24/2016 03:15:35;251727;0;4322
Machine_01;09/24/2016 03:15:52;251727;0;4322
Machine_01;09/24/2016 03:16:08;251727;0;4322
Machine_01;09/24/2016 03:16:24;251727;0;4322
Machine_01;09/24/2016 03:16:40;251727;0;4322
Machine_01;09/24/2016 03:16:57;251727;0;4322
Machine_01;09/24/2016 03:17:13;251727;0;4322
Machine_01;09/24/2016 03:17:29;251727;0;4322
Machine_01;09/24/2016 03:17:45;251727;0;4322
Machine_01;09/24/2016 03:18:01;251727;0;4322
Machine_01;09/24/2016 03:18:17;251727;0;4322
Machine_01;09/24/2016 03:18:33;251727;0;4322
Machine_01;09/24/2016 03:18:49;251727;0;4322
Machine_01;09/24/2016 03:19:05;251727;0;4322
Machine_01;09/24/2016 03:19:22;251727;0;4322
Machine_01;09/24/2016 03:19:38;251727;0;4322
Machine_01;09/24/2016 03:19:54;251727;0;4322
Machine_01;09/24/2016 03:20:10;251727;0;4322
Machine_01;09/24/2016 03:20:26;251727;0;4322
Machine_01;09/24/2016 03:20:43;251727;0;4322
Machine_01;09/24/2016 03:20:59;251727;0;4322
Machine_01;09/24/2016 03:21:15;251727;0;4322
Machine_01;09/24/2016 03:21:31;251727;0;4322
Machine_01;09/24/2016 03:21:47;251727;0;4322
Machine_01;09/24/2016 03:22:03;251727;0;4322
Machine_01;09/24/2016 03:22:19;251727;0;4322
Machine_01;09/24/2016 03:22:35;251727;0;4322
Machine_01;09/24/2016 03:22:52;251727;0;4322
Machine_01;09/24/2016 03:23:08;251727;0;4322
Machine_01;09/24/2016 03:23:24;251727;0;4322
Machine_01;09/24/2016 03:23:40;251727;0;4322
Machine_01;09/24/2016 03:23:56;251727;0;4322
Machine_01;09/24/2016 03:24:13;251727;0;4322
Machine_01;09/24/2016 03:24:29;251727;0;4322
Machine_01;09/24/2016 03:24:45;251727;0;4322
Machine_01;09/24/2016 03:25:01;251727;0;4322
Machine_01;09/24/2016 03:25:17;251727;0;4322
Machine_01;09/24/2016 03:25:33;251727;0;4322
Machine_01;09/24/2016 03:25:49;251727;0;4322
Machine_01;09/24/2016 03:26:06;251727;0;4322
Machine_01;09/24/2016 03:26:22;251727;0;4322
Machine_01;09/24/2016 03:26:38;251727;0;4322
Machine_01;09/24/2016 03:26:54;251727;0;4322
Machine_01;09/24/2016 03:27:10;251727;0;4322
Machine_01;09/24/2016 03:27:26;251727;0;4322
Machine_01;09/24/2016 03:27:42;251727;0;4322
Machine_01;09/24/2016 03:27:58;251727;0;4322
Machine_01;09/24/2016 03:28:14;251727;0;4322
Machine_01;09/24/2016 03:28:30;251727;0;4322
Machine_01;09/24/2016 03:28:46;251727;0;4322
Machine_01;09/24/2016 03:29:02;251727;0;4322
Machine_01;09/24/2016 03:29:18;251727;0;4322
Machine_01;09/24/2016 03:29:35;251727;0;4322
Machine_01;09/24/2016 03:29:51;251727;0;4322
Machine_01;09/24/2016 03:30:07;251727;0;4322
Machine_01;09/24/2016 03:30:23;251727;0;4322
Machine_01;09/24/2016 03:30:39;251727;0;4322
Machine_01;09/24/2016 03:30:56;251727;0;4322
Machine_01;09/24/2016 03:31:12;251727;0;4322
Machine_01;09/24/2016 03:31:28;251727;0;4322
Machine_01;09/24/2016 03:31:44;251727;0;4322
Machine_01;09/24/2016 03:32:01;251727;0;4322
Machine_01;09/24/2016 03:32:17;251727;0;4322
Machine_01;09/24/2016 03:32:33;251727;0;4322
Machine_01;09/24/2016 03:32:49;251727;0;4322
Machine_01;09/24/2016 03:33:06;251727;0;4322
Machine_01;09/24/2016 03:33:22;251727;0;4322
Machine_01;09/24/2016 03:33:38;251727;0;4322
Machine_01;09/24/2016 03:33:54;251727;0;4322
Machine_01;09/24/2016 03:34:10;251727;0;4322
Machine_01;09/24/2016 03:34:26;251727;0;4322
Machine_01;09/24/2016 03:34:42;251727;0;4322
Machine_01;09/24/2016 03:34:58;251727;0;4322
Machine_01;09/24/2016 03:35:15;251727;0;4322
Machine_01;09/24/2016 03:35:31;251727;0;4322
Machine_01;09/24/2016 03:35:47;251727;0;4322
Machine_01;09/24/2016 03:36:03;251727;0;4322
Machine_01;09/24/2016 03:36:20;251727;0;4322
Machine_01;09/24/2016 03:36:36;251727;0;4322
Machine_01;09/24/2016 03:36:52;251727;0;4322
Machine_01;09/24/2016 03:37:08;251727;0;4322
Machine_01;09/24/2016 03:37:24;251727;0;4322
Machine_01;09/24/2016 03:37:40;251727;0;4322
Machine_01;09/24/2016 03:37:56;251727;0;4322
Machine_01;09/24/2016 03:38:12;251727;0;4322
Machine_01;09/24/2016 03:38:29;251727;0;4322
Machine_01;09/24/2016 03:38:45;251727;0;4322
Machine_01;09/24/2016 03:39:01;251727;0;4322
Machine_01;09/24/2016 03:39:17;251727;0;4322
Machine_01;09/24/2016 03:39:34;251727;0;4322
Machine_01;09/24/2016 03:39:50;251727;0;4322
Machine_01;09/24/2016 03:40:06;251727;0;4322
Machine_01;09/24/2016 03:40:22;251727;0;4322
Machine_01;09/24/2016 03:40:38;251727;0;4322
Machine_01;09/24/2016 03:40:54;251727;0;4322
Machine_01;09/24/2016 03:41:10;251727;0;4322
Machine_01;09/24/2016 03:41:26;251727;0;4322
Machine_01;09/24/2016 03:41:43;251727;0;4322
Machine_01;09/24/2016 03:41:59;251727;0;4322
Machine_01;09/24/2016 03:42:15;251727;0;4322
Machine_01;09/24/2016 03:42:31;251727;0;4322
Machine_01;09/24/2016 03:42:47;251727;0;4322
Machine_01;09/24/2016 03:43:03;251727;0;4322
Machine_01;09/24/2016 03:43:19;251727;0;4322
Machine_01;09/24/2016 03:43:36;251727;0;4322
Machine_01;09/24/2016 03:43:52;251727;0;4322
Machine_01;09/24/2016 03:44:08;251727;0;4322
Machine_01;09/24/2016 03:44:24;251727;0;4322
Machine_01;09/24/2016 03:44:40;251727;0;4322
Machine_01;09/24/2016 03:44:56;251727;0;4322
Machine_01;09/24/2016 03:45:12;251727;0;4322
Machine_01;09/24/2016 03:45:28;251727;0;4322
Machine_01;09/24/2016 03:45:45;251727;0;4322
Machine_01;09/24/2016 03:46:01;251727;0;4322
Machine_01;09/24/2016 03:46:17;251727;0;4322
Machine_01;09/24/2016 03:46:33;251727;0;4322
Machine_01;09/24/2016 03:46:49;251727;0;4322
Machine_01;09/24/2016 03:47:06;251727;0;4322
Machine_01;09/24/2016 03:47:22;251727;0;4322
Machine_01;09/24/2016 03:47:38;251727;0;4322
Machine_01;09/24/2016 03:47:54;251727;0;4322
Machine_01;09/24/2016 03:48:10;251727;0;4322
Machine_01;09/24/2016 03:48:26;251727;0;4322
Machine_01;09/24/2016 03:48:42;251727;0;4322
Machine_01;09/24/2016 03:48:58;251727;0;4322
Machine_01;09/24/2016 03:49:14;251727;0;4322
Machine_01;09/24/2016 03:49:30;251727;0;4322
Machine_01;09/24/2016 03:49:47;251727;0;4322
Machine_01;09/24/2016 03:50:03;251727;0;4322
Machine_01;09/24/2016 03:50:19;251727;0;4322
Machine_01;09/24/2016 03:50:35;251727;0;4322
Machine_01;09/24/2016 03:50:52;251727;0;4322
Machine_01;09/24/2016 03:51:08;251727;0;4322
Machine_01;09/24/2016 03:51:24;251727;0;4322
Machine_01;09/24/2016 03:51:41;251727;0;4322
Machine_01;09/24/2016 03:51:57;251727;0;4322
Machine_01;09/24/2016 03:52:13;251727;0;4322
Machine_01;09/24/2016 03:52:29;251727;0;4322
Machine_01;09/24/2016 03:52:45;251727;0;4322
Machine_01;09/24/2016 03:53:01;251727;0;4322
Machine_01;09/24/2016 03:53:17;251727;0;4322
Machine_01;09/24/2016 03:53:33;251727;0;4322
Machine_01;09/24/2016 03:53:49;251727;0;4322
Machine_01;09/24/2016 03:54:06;251727;0;4322
Machine_01;09/24/2016 03:54:22;251727;0;4322
Machine_01;09/24/2016 03:54:38;251727;0;4322
Machine_01;09/24/2016 03:54:55;251727;0;4322
Machine_01;09/24/2016 03:55:11;251727;0;4322
Machine_01;09/24/2016 03:55:27;251727;0;4322
Machine_01;09/24/2016 03:55:43;251727;0;4322
Machine_01;09/24/2016 03:55:59;251727;0;4322
Machine_01;09/24/2016 03:56:15;251727;0;4322
Machine_01;09/24/2016 03:56:31;251727;0;4322
Machine_01;09/24/2016 03:56:47;251727;0;4322
Machine_01;09/24/2016 03:57:03;251727;0;4322
Machine_01;09/24/2016 03:57:20;251727;0;4322
Machine_01;09/24/2016 03:57:36;251727;0;4322
Machine_01;09/24/2016 03:57:52;251727;0;4322
Machine_01;09/24/2016 03:58:08;251727;0;4322
Machine_01;09/24/2016 03:58:24;251727;0;4322
Machine_01;09/24/2016 03:58:40;251727;0;4322
Machine_01;09/24/2016 03:58:57;251727;0;4322
Machine_01;09/24/2016 03:59:13;251727;0;4322
Machine_01;09/24/2016 03:59:29;251727;0;4322
Machine_01;09/24/2016 03:59:45;251727;0;4322
Machine_01;09/24/2016 04:00:01;251727;0;4322
Machine_01;09/24/2016 04:00:17;251727;0;4322
Machine_01;09/24/2016 04:00:33;251727;0;4322
Machine_01;09/24/2016 04:00:49;251727;0;4322
Machine_01;09/24/2016 04:01:05;251727;0;4322
Machine_01;09/24/2016 04:01:21;251727;0;4322
Machine_01;09/24/2016 04:01:38;251727;0;4322
Machine_01;09/24/2016 04:01:54;251727;0;4322
Machine_01;09/24/2016 04:02:10;251727;0;4322
Machine_01;09/24/2016 04:02:27;251727;0;4322
Machine_01;09/24/2016 04:02:43;251727;0;4322
Machine_01;09/24/2016 04:02:59;251727;0;4322
Machine_01;09/24/2016 04:03:14;251727;0;4322
Machine_01;09/24/2016 04:03:30;251727;0;4322
Machine_01;09/24/2016 04:03:47;251727;0;4322
Machine_01;09/24/2016 04:04:03;251727;0;4322
